T,X,V,CRANESTOPPED
0,302.5450742237838,0.0,0
1,302.64645494927487,0.0,0
2,302.6170781576437,0.0,0
3,302.7330132750924,0.0,0
4,302.74679081333915,0.0,0
5,302.50308672727164,0.0,0
6,301.86100548038354,-0.6253150189927226,1
7,301.2524566892862,-0.5059973296787348,1
8,300.84901082102607,0.0,0
9,300.41970106900385,0.0,0
10,300.11230881678136,0.0,0
11,299.89057037698615,0.0,0
12,299.7161424190681,0.0,0
13,299.60488238895647,0.0,0
14,299.57849804537653,0.0,0
15,299.5239079752115,0.0,0
16,299.4408536255395,0.0,0
17,299.3714461498606,0.0,0
18,299.35662873107736,0.0,0
19,299.32140502451784,0.0,0
20,299.18324065872827,0.0,0
21,299.0658718694685,0.0,0
22,298.95968074160544,0.0,0
23,298.84491172579897,0.0,0
24,298.7561378334291,0.0,0
25,298.6596952175399,0.0,0
26,298.5759901514557,0.0,0
27,298.51217137171886,0.0,0
28,298.42235746729966,0.0,0
29,298.2922509419733,0.0,0
30,298.1820307049335,0.0,0
31,298.1222405821829,0.0,0
32,298.10235428251275,0.0,0
33,298.06959912681833,0.0,0
34,298.07362781709537,0.0,0
35,298.07102772210885,0.0,0
36,298.02150624460154,0.0,0
37,298.06322730776594,0.0,0
38,298.0881822402489,0.0,0
39,298.14524086988524,0.0,0
40,298.1712358591075,0.0,0
41,298.2451922871665,0.0,0
42,298.29263368317004,0.0,0
43,298.35281254986154,0.0,0
44,298.4379463004284,0.0,0
45,298.47213018361066,0.0,0
46,298.5251602379568,0.0,0
47,298.55830402191884,0.0,0
48,298.55674386509287,0.0,0
49,298.52918873354224,0.0,0
50,298.54803488982583,0.0,0
51,298.56129240012837,0.0,0
52,298.5878074206105,0.0,0
53,298.665924276304,0.0,0
54,298.75365826093963,0.0,0
55,298.78940228924773,0.0,0
56,298.6425295361667,0.0,0
57,298.02306631743596,-0.8499760554975069,1
58,296.9425774251717,-1.3652669483739146,1
59,295.29253242068813,-1.8976512302754145,1
60,293.14727496462086,-2.3515320272216513,1
61,290.58946836624483,-2.665365471445682,1
62,287.8165440217295,-2.8407753903805997,1
63,284.90791758548363,-2.922926911970194,1
64,281.9706901977891,-3.0035194746452873,1
65,278.90087863619306,-3.0629266258458756,1
66,275.84483694609736,-2.8992271419573967,1
67,273.10242435227826,-2.4885621482852684,1
68,270.8677126495268,-1.961628331569898,1
69,269.17916768913847,-1.5646880502732188,1
70,267.7383365489804,-1.0668773914409542,1
71,267.04541290625656,0.0,0
72,266.7475075627658,0.0,0
73,266.61883907054846,0.0,0
74,266.58596935663945,0.0,0
75,266.46716768256823,0.0,0
76,266.3319921823721,0.0,0
77,266.19473938871045,0.0,0
78,266.2950898465263,0.0,0
79,266.4434007482807,0.0,0
80,266.53828327869644,0.0,0
81,266.5122868651107,0.0,0
82,266.48732913211535,0.0,0
83,266.4842130747685,0.0,0
84,266.43118155950947,0.0,0
85,266.52071855974816,0.0,0
86,266.5411247150861,0.0,0
87,266.56308882733396,0.0,0
88,266.56867913465,0.0,0
89,266.5894823389212,0.0,0
90,266.6088498376468,0.0,0
91,266.6527781178265,0.0,0
92,266.65225879225363,0.0,0
93,266.6695489790016,0.0,0
94,266.6924294117937,0.0,0
95,266.7225805159495,0.0,0
96,266.8759321446206,0.0,0
97,266.9452154053849,0.0,0
98,267.0073503308571,0.0,0
99,267.00084352948653,0.0,0
100,267.0360654975983,0.0,0
101,267.2508777775172,0.0,0
102,267.295203430676,0.0,0
103,267.40022819742353,0.0,0
104,267.7264831177388,0.5351275649836964,1
105,268.4704833273909,0.9515132965296687,1
106,269.6295097107981,1.4237248674345722,1
107,271.31793306226007,1.9635840512434015,1
108,273.5566778132849,2.4633468565823193,1
109,276.2446267754247,2.7506611617857573,1
110,279.05800013685644,2.931391262121423,1
111,282.10740929966755,3.006774220523681,1
112,285.0715485779038,2.9422335030774036,1
113,287.99187630582236,2.865929596801948,1
114,290.8034077715077,2.674726461125232,1
115,293.3413292280728,2.2926540142781846,1
116,295.38871580006406,1.7620877451230115,1
117,296.86550471831885,1.195585382010421,1
118,297.7798865640849,0.7324158374961769,1
119,298.3303363933112,0.0,0
120,298.5832697538711,0.0,0
121,298.6710037117578,0.0,0
122,298.6863411164589,0.0,0
123,298.7781040246346,0.0,0
124,298.8372430158108,0.0,0
125,298.91015951696176,0.0,0
126,298.96565866360334,0.0,0
127,299.0792566763389,0.0,0
128,299.1118805231061,0.0,0
129,299.1235780741388,0.0,0
130,299.126566845828,0.0,0
131,299.1101892872932,0.0,0
132,299.1030405147296,0.0,0
133,299.1234468167455,0.0,0
134,299.1626993964765,0.0,0
135,299.20143196038043,0.0,0
136,299.2080607244122,0.0,0
137,299.23002705907606,0.0,0
138,299.25147337781317,0.0,0
139,299.2453646206316,0.0,0
140,299.0558615326632,0.0,0
141,298.9916537661307,0.0,0
142,298.9427834081597,0.0,0
143,298.9106794881156,0.0,0
144,298.80059016845865,0.0,0
145,298.5585757298263,0.0,0
146,298.44237730494615,0.0,0
147,298.1728070662838,0.0,0
148,297.9801822806997,0.0,0
149,297.8843896703165,0.0,0
150,297.7870373338386,0.0,0
151,297.69631374631365,0.0,0
152,297.6474423648497,0.0,0
153,297.6026003916369,0.0,0
154,297.65823007527547,0.0,0
155,297.7939251707282,0.0,0
156,297.8505945495089,0.0,0
157,297.8027626643329,0.0,0
158,297.5457989602301,0.0,0
159,296.9033248051961,-0.8926141915288497,1
160,295.7605705771724,-1.3910756107506472,1
161,294.1211735836948,-1.9178091564897954,1
162,291.9249522641928,-2.4368774176928127,1
163,289.2474187483092,-2.856776428356312,1
164,286.2113994074802,-2.991180090509289,1
165,283.2650585672906,-2.9466044197862686,1
166,280.31819056790766,-2.955058798566057,1
167,277.3549409701585,-2.9497355559703635,1
168,274.41871945596694,-2.956111911012357,1
169,271.4427171481338,-2.972431877996655,1
170,268.4738556999736,-2.9818636085525725,1
171,265.47898993102865,-2.9808922062107115,1
172,262.5120712875522,-2.9508094224711385,1
173,259.5773710860864,-2.939056307281362,1
174,256.6339586729895,-2.940159389632541,1
175,253.6970523068213,-2.9323552786635787,1
176,250.76924811566232,-2.92287842788366,1
177,247.85129545105397,-2.9095115073981503,1
178,244.95022510086602,-2.8977595058939727,1
179,242.05577643926603,-2.944689562738162,1
180,239.0608459753897,-3.0043595071742146,1
181,236.0470574249176,-2.938130621464097,1
182,233.1845847324615,-2.872623319479615,1
183,230.30181078595837,-2.708398847713184,1
184,227.76778703703513,-2.3172801685150546,1
185,225.66725044892826,-1.9567681540041093,1
186,223.85425072902692,-1.523332756265944,1
187,222.62058493639637,-0.9370013791436094,1
188,221.9802479707397,-0.6220585399594825,1
189,221.3764678564774,-0.6828130830462982,1
190,220.6146218046471,-0.681463883879573,1
191,220.01354008871826,-0.5503261533603307,1
192,219.51396949792644,-0.5721359312651941,1
193,218.86926822618787,-0.7016221087397128,1
194,218.110725280447,-0.7112532768515223,1
195,217.44676167248483,-0.6818324566512501,1
196,216.7470603671445,-0.6882565549663582,1
197,216.0702485625521,-0.6425755208436783,1
198,215.46190932545716,0.0,0
199,215.12785426691585,0.0,0
200,214.5698509774605,-0.5697073772090846,1
201,213.98843951249768,0.0,0
202,213.5849823613265,0.0,0
203,213.0989715824033,-0.5469698774583236,1
204,212.49104260640985,-0.5497131689038497,1
205,211.9995452445956,0.0,0
206,211.67067112385598,0.0,0
207,211.53465633225247,0.0,0
208,211.43117839167985,0.0,0
209,211.12219221128785,0.0,0
210,211.0227527448011,0.0,0
211,210.96971835938544,0.0,0
212,211.08470208284007,0.0,0
213,210.83859443378606,0.0,0
214,210.76545935392068,0.0,0
215,210.58284126805125,0.0,0
216,210.2329362110104,0.0,0
217,210.1069794479647,0.0,0
218,210.03198458873547,0.0,0
219,210.0813920921867,0.0,0
220,210.101280000193,0.0,0
221,210.1359809125203,0.0,0
222,210.1008682746929,0.0,0
223,210.28866765664944,0.0,0
224,210.29467246279862,0.0,0
225,210.33300027625802,0.0,0
226,210.38800083515213,0.0,0
227,210.4042618090017,0.0,0
228,210.5178897190029,0.0,0
229,210.68869708890574,0.0,0
230,210.88312588686173,0.0,0
231,210.92808307446398,0.0,0
232,210.9898193283441,0.0,0
233,211.0342583530608,0.0,0
234,211.14125695650048,0.0,0
235,211.0580783797427,0.0,0
236,211.06822812676492,0.0,0
237,211.059008107889,0.0,0
238,211.03352720263425,0.0,0
239,210.9559416174433,0.0,0
240,210.9319085469766,0.0,0
241,210.9319085469766,0.0,0
242,210.875247122786,0.0,0
243,210.81703123319988,0.0,0
244,210.77777360617358,0.0,0
245,210.72454081776073,0.0,0
246,210.77509101721523,0.0,0
247,210.80067839386533,0.0,0
248,210.83207142158219,0.0,0
249,210.8073209320927,0.0,0
250,210.70623294342536,0.0,0
251,210.82680848633962,0.0,0
252,210.77366814054162,0.0,0
253,210.4982396503033,0.0,0
254,210.22436540402649,0.0,0
255,209.76299848032937,0.0,0
256,209.72881572251111,0.0,0
257,210.03335195631743,0.5574332455690865,1
258,210.8436822136493,0.9543613509352298,1
259,211.9420746581879,1.1427777243131487,1
260,213.12923766227559,1.1943099411425635,1
261,214.33069454047302,1.160385238628919,1
262,215.45000813953342,1.163904376240808,1
263,216.65850329295463,1.3079334486737793,1
264,218.06587503688098,1.6412086928321798,1
265,219.940920678619,2.0086656144851673,1
266,222.08320626585132,2.3271247305561644,1
267,224.59517013973132,2.640248800150246,1
268,227.3637038661518,2.8857824713040543,1
269,230.36673508233943,2.9758436310935394,1
270,233.3153911283389,3.002408365152135,1
271,236.3715518126437,3.0778031297245434,1
272,239.47099738778797,3.1022371572127554,1
273,242.5760261270692,2.9352610508268526,1
274,245.34151948944168,2.5698746441570393,1
275,247.7157754153833,2.12871779897732,1
276,249.59895508739632,1.6694911048703602,1
277,251.054757625124,1.1634023754387641,1
278,251.92575983827385,0.7368640475375798,1
279,252.52848572019917,0.0,0
280,252.91181676572504,0.0,0
281,253.1346100924628,0.0,0
282,253.1346100924628,0.0,0
283,253.19658058058894,0.0,0
284,253.05875710395063,0.0,0
285,252.82968165677482,0.0,0
286,252.7482886388292,0.0,0
287,252.54365173177553,0.0,0
288,252.51206264045877,0.0,0
289,252.60538863064488,0.0,0
290,252.68245881598259,0.0,0
291,252.75952898122867,0.0,0
292,252.77589979199692,0.0,0
293,252.69231547506882,0.0,0
294,252.7024610471716,0.0,0
295,252.7213107721425,0.0,0
296,252.7816062322237,0.0,0
297,252.84167190084892,0.0,0
298,252.8793713274761,0.0,0
299,252.88796048762515,0.0,0
300,252.9596123927216,0.0,0
301,252.62931105943332,0.0,0
302,252.4084761007132,0.0,0
303,252.3692203642489,0.0,0
304,252.44058396338212,0.0,0
305,252.51454147216103,0.0,0
306,252.5813511090615,0.0,0
307,252.65167709876548,0.0,0
308,252.645566805208,0.0,0
309,252.8020708352974,0.0,0
310,252.77814847664692,0.0,0
311,252.83469744844243,0.0,0
312,252.74356186147637,0.0,0
313,252.69001039565768,0.0,0
314,252.64867953055568,0.0,0
315,252.6960055143476,0.0,0
316,252.72696041095818,0.0,0
317,252.89920097700715,0.0,0
318,252.88634604259042,0.0,0
319,252.79186680761487,0.0,0
320,252.72390375026768,0.0,0
321,252.69427440262538,0.0,0
322,252.77993346503615,0.0,0
323,252.81123519296642,0.0,0
324,252.7449444617826,0.0,0
325,252.64510520547185,0.0,0
326,252.4013858171662,0.0,0
327,252.44225534046188,0.0,0
328,252.33682357535042,0.0,0
329,252.27964073596252,0.0,0
330,252.28015950157032,0.0,0
331,252.1633148375573,0.0,0
332,251.97199386583702,0.0,0
333,251.72101107743808,0.0,0
334,251.6786426777905,0.0,0
335,251.5780537783961,0.0,0
336,251.5208708168389,0.0,0
337,251.22555951232425,0.0,0
338,250.90817065139117,0.0,0
339,250.8933561045978,0.0,0
340,250.89283731132255,0.0,0
341,250.73685198522546,0.0,0
342,250.62882652491314,0.0,0
