T,X,V,CRANESTOPPED
0,440.8562067056343,-3.0893961445214018,1
1,437.7668105611129,-2.8993448086598903,1
2,435.0575170883145,-2.955992331194693,1
3,431.8548258987235,-2.9648817336063473,1
4,429.1277536211018,-2.7133878425919136,1
5,426.4280502135397,-2.8924946452612517,1
6,423.3427643305793,-3.1265252728928203,1
7,420.17499966775404,-3.05956608396599,1
8,417.22363216264733,-3.0514675947175363,1
9,414.07206447831896,-3.1287404076098824,1
10,410.96615134742757,-3.1076489615719822,1
11,407.856766555175,-3.119747242145678,1
12,404.7266568631362,-3.107702372787429,1
13,401.64136180960014,-3.0974993299269045,1
14,398.5316582032824,-3.1127554416120233,1
15,395.4158509263761,-3.105340587280267,1
16,392.32097702872187,-3.0841443785126046,1
17,389.2475621693509,-3.0576353051694127,1
18,386.20570641838304,-3.0288640723040032,1
19,383.1898340247429,-3.014558991134919,1
20,380.1765884361132,-3.0170865314757123,1
21,377.15566096179145,-3.017877614159204,1
22,374.1408332077948,-3.029135940135319,1
23,371.0973890815208,-3.045547568576211,1
24,368.0497380706424,-3.012410174542566,1
25,365.0725687324357,-2.7966411146121004,1
26,362.4564558414182,-2.3963427571575835,1
27,360.2798832181205,-1.9591666869400228,1
28,358.53812246753813,-1.4753318910873645,1
29,357.3292194359458,-0.9715113952446757,1
30,356.5950996770488,-0.5299686763852662,1
31,356.26928208317526,0.0,0
32,356.10253392952944,0.0,0
33,355.98218103428434,0.0,0
34,355.95114315221565,0.0,0
35,355.92378292870245,0.0,0
36,355.9049499932811,0.0,0
37,355.8779130291104,0.0,0
38,355.9203072818342,0.0,0
39,355.9544975100833,0.0,0
40,355.8924214301361,0.0,0
41,355.8905216884153,0.0,0
42,355.8743153661551,0.0,0
43,355.87589136421775,0.0,0
44,355.856007657963,0.0,0
45,355.84222652346125,0.0,0
46,355.7743715065409,0.0,0
47,355.68610744365265,0.0,0
48,355.5835368856985,0.0,0
49,355.48759420169335,0.0,0
50,355.36776664894995,0.0,0
51,355.18355982775824,0.0,0
52,355.020812727956,0.0,0
53,354.94580438443774,0.0,0
54,354.9060369932645,0.0,0
55,354.8439608782577,0.0,0
56,354.8765750230068,0.0,0
57,354.9163424209906,0.0,0
58,354.9765188730815,0.0,0
59,355.02449023717423,0.0,0
60,355.0454246415693,0.0,0
61,355.07456298603944,0.0,0
62,355.08644427446944,0.0,0
63,355.0500300092831,0.0,0
64,355.03297366814536,0.0,0
65,355.0026610524759,0.0,0
66,355.08692325177947,0.0,0
67,355.18234024197164,0.0,0
68,355.2303113506314,0.0,0
69,355.25229603545034,0.0,0
70,355.285960835269,0.0,0
71,355.39916059208997,0.0,0
72,355.80556421409216,0.7049222272580948,1
73,356.80900504660616,1.2359427298467267,1
74,358.2774496737856,1.693267721527775,1
75,360.1955404896617,2.1322842894490464,1
76,362.5420182526837,2.5687741710796104,1
77,365.33308883182093,2.929204314580005,1
78,368.4004268818437,3.057132090421959,1
79,371.44735301266485,3.0306178319077333,1
80,374.4616625456592,3.004629251358608,1
81,377.45661151538206,3.0043639208693946,1
82,380.47039038739797,3.005150039179796,1
83,383.46691159374166,2.953702065475028,1
84,386.377794518348,2.8458144999588626,1
85,389.1585405936594,2.6175743443819215,1
86,391.61294320711187,2.4019049135855823,1
87,393.96235042083055,2.3002236695710963,1
88,396.21339054625406,2.0325843999633264,1
89,398.0275192207572,1.540547049047234,1
90,399.29448464434853,1.2360881138618254,1
91,400.49969544848085,1.405096828863833,1
92,402.1046783020762,1.567214495522137,1
93,403.6341244395251,1.2790618252617492,1
94,404.6628019525997,0.7969670590680948,1
95,405.2280585576613,0.0,0
96,405.50642623972936,0.0,0
97,405.74344886039705,0.0,0
98,406.1329108174034,0.5672029544680584,1
99,406.87785476933317,1.0218901559198343,1
100,408.17669112924307,1.6299113970506767,1
101,410.1376775634345,2.249821072570171,1
102,412.6763332743834,2.6313375489806674,1
103,415.40035266139586,2.9873447774747035,1
104,418.6510228293328,3.17717997208581,1
105,421.7547126055675,3.0648182708627587,1
106,424.78065937105833,2.9594049216550786,1
107,427.67352244887763,2.970923847151454,1
108,430.72250706536124,3.0720727328805992,1
109,433.81766791463883,3.1255108807662566,1
110,436.97352882689376,3.0870582315542663,1
111,439.99178437774736,3.007786314533547,1
112,442.98910145596085,2.9882737650355864,1
113,445.96833190781854,2.988908207266917,1
114,448.9669178704947,2.9555052202790364,1
115,451.8793423483766,2.9426656408789995,1
116,454.8522491522527,2.953022822272203,1
117,457.785387992921,2.817416474607569,1
118,460.4870821014678,2.5235355603985,1
119,462.832459113718,2.1027855786052783,1
120,464.6926532586784,1.5969719942923462,1
121,466.0264031023027,1.129871321517669,1
122,466.9523959017137,0.7743457750000857,1
123,467.5750946523029,0.507393556881226,1
124,467.96718301547617,0.0,0
125,468.23997264957916,0.0,0
126,468.41681334746386,0.0,0
127,468.5732440329432,0.0,0
128,468.68538816046754,0.0,0
129,468.7593466196336,0.0,0
130,468.7787028796348,0.0,0
131,468.7715483195085,0.0,0
132,468.84603363405745,0.0,0
133,468.8592890435232,0.0,0
134,468.81236825660994,0.0,0
135,468.80574055220717,0.0,0
136,468.7909045767423,0.0,0
137,468.7771223096434,0.0,0
138,468.7511383503791,0.0,0
139,468.7413494868012,0.0,0
140,468.7922636526145,0.0,0
141,468.897253165194,0.0,0
142,469.0027695385102,0.0,0
143,469.1231219376813,0.0,0
144,469.2389541174547,0.0,0
145,469.30229150731276,0.0,0
146,469.318708069173,0.0,0
147,469.2760020977042,0.0,0
148,469.23224238264766,0.0,0
149,469.19194930759363,0.0,0
150,469.15775709471967,0.0,0
151,469.1169371742293,0.0,0
152,469.05066012126053,0.0,0
153,469.00373933935015,0.0,0
154,468.99447739725616,0.0,0
155,468.97090630748085,0.0,0
156,468.92376397746176,0.0,0
157,468.90071961635664,0.0,0
158,468.87210128429115,0.0,0
159,468.77690076540324,0.0,0
160,468.7387151577314,0.0,0
161,468.732087454194,0.0,0
162,468.71883204765714,0.0,0
163,468.6994758045878,0.0,0
164,468.6724381232655,0.0,0
165,468.660236449011,0.0,0
166,468.73419491910414,0.0,0
167,468.7866896847046,0.0,0
168,468.85959442386695,0.0,0
169,468.9218780793833,0.0,0
170,468.9687988687677,0.0,0
171,469.01361220317864,0.0,0
172,468.9783662151982,0.0,0
173,468.8116198946289,0.0,0
174,468.17084006003716,-0.9000507352970146,1
175,467.0115184240349,-1.4122283838613896,1
176,465.3463832923144,-1.900419162483331,1
177,463.2106800990682,-2.237906489202743,1
178,460.8705703139089,-2.3762995218711183,1
179,458.458081055326,-2.361048274517003,1
