T,X,V,CRANESTOPPED
0,338.14225741693264,0.0,0
1,338.0749276172632,0.0,0
2,338.0314825737777,0.0,0
3,338.0084465715405,0.0,0
4,337.94111675576323,0.0,0
5,337.87988945448086,0.0,0
6,337.8592780659457,0.0,0
7,337.66181479126976,0.0,0
8,337.087611946509,-0.8313775770738232,1
9,335.9990596371221,-1.210643450474464,1
10,334.6663250455601,-1.2252131343818746,1
11,333.54863336835837,-1.0249010279547974,1
12,332.6165229896505,-0.9007088713417488,1
13,331.74721562567487,-0.86478081732173,1
14,330.88696135500703,-0.8946066668378307,1
15,329.9580022919992,-0.8930309408426638,1
16,329.1008994733217,-0.7997150584718042,1
17,328.3585721750556,-0.6862526884395947,1
18,327.7283940964425,-0.6398574402003021,1
19,327.078857294655,-0.641170666367799,1
20,326.4460527637069,-0.6208617496097304,1
21,325.83713379543553,-0.600452789250852,1
22,325.2451471852052,-0.5142897218176188,1
23,324.8085543518003,0.0,0
24,324.42203353044965,0.0,0
25,324.12672807672175,0.0,0
26,323.85898477096697,0.0,0
27,323.71769735668755,0.0,0
28,323.62680723908574,0.0,0
29,323.4977251884506,0.0,0
30,323.31614493183355,0.0,0
31,323.1907395262786,0.0,0
32,323.14434402408983,0.0,0
33,323.08784402805884,0.0,0
34,323.04860166856463,0.0,0
35,323.0812160976977,0.0,0
36,323.0292430966353,0.0,0
37,322.9921015842038,0.0,0
38,322.8942582235066,0.0,0
39,322.8250273438996,0.0,0
40,322.73538737769326,0.0,0
41,322.6931932222085,0.0,0
42,322.6351172840451,0.0,0
43,322.5550568711245,0.0,0
44,322.464891521376,0.0,0
45,322.08972466847825,-0.5656386926062282,1
46,321.33361413616353,-1.0457390745824284,1
47,319.9982465193134,-1.5319425935451818,1
48,318.26972894907317,-1.7686470372105134,1
49,316.46095244489237,-1.7553268270511637,1
50,314.75907529497084,-1.922076083349765,1
51,312.61680027819284,-2.277590560566324,1
52,310.2038941738382,-2.1669839596510485,1
53,308.28283235889074,-1.7844996823979216,1
54,306.63489480904235,-1.3735664414252255,1
55,305.5356994760403,-0.8936308432355133,1
56,304.8476331225713,-0.5937007443673394,1
57,304.3482979873056,0.0,0
58,303.9947774798411,0.0,0
59,303.63600902030976,0.0,0
60,303.42567955159586,0.0,0
61,303.2784818005945,0.0,0
62,303.2148248513504,0.0,0
63,303.14611367991216,0.0,0
64,303.0559445229178,0.0,0
65,303.0121714138344,0.0,0
66,302.99996456940465,0.0,0
67,302.9514700762854,0.0,0
68,302.93053683184417,0.0,0
69,302.9106527842445,0.0,0
70,302.8769881053534,0.0,0
71,302.8555302554735,0.0,0
72,302.8112325430421,0.0,0
73,302.76083136658053,0.0,0
74,302.6956003577706,0.0,0
75,302.631418485796,0.0,0
76,302.57596284804106,0.0,0
77,302.5321894820078,0.0,0
78,302.48283712509664,0.0,0
79,302.43505825287184,0.0,0
80,302.4015842695577,0.0,0
81,302.3349698944049,0.0,0
82,302.28823935393586,0.0,0
83,302.248136598636,0.0,0
84,302.2202408138769,0.0,0
85,302.1846679891125,0.0,0
86,302.11090001500486,0.0,0
87,302.054918397458,0.0,0
88,302.02440010361795,0.0,0
89,301.9790525487216,0.0,0
90,301.89550981651325,0.0,0
91,301.82574746873814,0.0,0
92,301.74830829955914,0.0,0
93,301.6597103305229,0.0,0
94,301.58384400462614,0.0,0
95,301.51966074657815,0.0,0
96,301.4560017517689,0.0,0
97,301.3989707537702,0.0,0
98,301.36740335155775,0.0,0
99,301.3164760400539,0.0,0
100,301.2711281980092,0.0,0
101,301.22473179266103,0.0,0
102,301.18496344369424,0.0,0
103,301.10647528776377,0.0,0
104,300.91478583167196,0.0,0
105,300.48534735391223,-0.6635176568044301,1
106,299.5877505180631,-1.1453628080707574,1
107,298.1946217377707,-1.6712457134475471,1
108,296.245259091168,-2.1747178384399604,1
109,293.8451860608908,-2.5856605283063914,1
