T,X,V,CRANESTOPPED
0,363.28979771906336,0.0,0
1,363.29137371581436,0.0,0
2,363.21636550575994,0.0,0
3,363.2203667160235,0.0,0
4,363.4109996908195,0.0,0
5,363.40384644541604,0.0,0
6,363.45844566193534,0.0,0
7,363.4422393688704,0.0,0
8,363.4352875278286,0.0,0
9,363.50346645684107,0.0,0
10,363.47558024643087,0.0,0
11,363.47473079963135,0.0,0
12,363.4696788140557,0.0,0
13,363.5174489203487,0.0,0
14,363.8922885248677,0.0,0
15,364.16265765374015,0.0,0
16,364.1155358131937,0.0,0
17,364.20662749226165,0.0,0
18,364.4293020493997,0.0,0
19,364.5125615510307,0.0,0
20,364.02067226155197,0.0,0
21,364.38120554694916,0.5752151334716018,1
22,365.17110252849517,1.1741521694500818,1
23,366.7295098858493,1.6766577722158615,1
24,368.5244180729269,2.2388136469876088,1
25,371.20713717982454,2.8226910491041792,1
26,374.16980017113525,2.8424104580846006,1
27,376.89195809599374,2.8352538390229824,1
28,379.8403078491812,3.0287277148963767,1
29,382.9494135257865,2.8397263181878145,1
30,385.51976048555684,2.6430919290911845,1
31,388.23559738396887,2.8587007667740068,1
32,391.23716201910486,2.965899356119394,1
33,394.16739609620765,2.882732704929225,1
34,397.0026274289633,2.796623239732895,1
35,399.76064257567344,2.8088789891850467,1
36,402.6203854073334,2.8354923066392814,1
37,405.431627188952,2.809504963612312,1
38,408.239395334558,2.737386180222103,1
39,410.9063995493962,2.6895175252894603,1
40,413.61843038513695,2.822284337939834,1
41,416.5509682252759,3.013016857500105,1
42,419.64446410013716,3.0541481544992166,1
43,422.6592645342743,3.107169019869019,1
44,425.8588021398752,3.219576279616575,1
45,429.09841709350746,3.2478207154862844,1
46,432.35444357084776,3.189484858203656,1
47,435.4773868099148,3.075758557914213,1
48,438.5059606866762,3.026048890447015,1
49,441.5294845908088,2.942147567677921,1
50,444.39025582203203,2.8256341564606657,1
51,447.18075290373014,2.5378526018764376,1
52,449.4659610257849,1.994005078340365,1
53,451.16876306041087,1.4942913154438315,1
54,452.45454365667257,1.0029394530118054,1
55,453.1746419664345,0.5103804500991203,1
56,453.4753045568708,0.0,0
57,453.6521467053554,0.0,0
58,453.7375618297401,0.0,0
59,453.71693307790906,0.0,0
60,453.68778880221964,0.0,0
61,453.702405148485,0.0,0
62,453.6600053457238,0.0,0
63,453.6870429358744,0.0,0
64,453.7236490985894,0.0,0
65,453.6775622792434,0.0,0
66,453.61475248233427,0.0,0
67,453.59034846114935,0.0,0
68,453.5821405913015,0.0,0
69,453.5113425049554,0.0,0
70,453.487465157497,0.0,0
71,453.44633809255936,0.0,0
72,453.35965098377767,0.0,0
73,453.28305913964914,0.0,0
74,453.23771847218046,0.0,0
75,453.237411037589,0.0,0
76,453.19628373833154,0.0,0
77,453.1572629437232,0.0,0
78,453.12706541885086,0.0,0
79,453.1077089000296,0.0,0
80,453.0592081566378,0.0,0
81,453.01228740354105,0.0,0
82,453.0804523498527,0.0,0
83,453.10885083288656,0.0,0
84,453.1515580602926,0.0,0
85,453.173021317544,0.0,0
86,453.1623993198297,0.0,0
87,453.2816983652564,0.0,0
88,453.424040708274,0.0,0
89,453.535877785982,0.0,0
90,453.56660204727285,0.0,0
91,453.5601931420384,0.0,0
92,453.5185388465706,0.0,0
93,453.44879363828386,0.0,0
94,453.3888358278733,0.0,0
95,453.3222500984948,0.0,0
96,453.25303122568704,0.0,0
97,453.1604608305989,0.0,0
98,453.09071518741723,0.0,0
99,453.01223549730514,0.0,0
100,452.93164953496193,0.0,0
101,452.853478725422,0.0,0
102,452.8248614690763,0.0,0
103,452.79655282261103,0.0,0
104,452.7536268142241,0.0,0
105,452.7178551140854,0.0,0
106,452.6637800371434,0.0,0
107,452.64284361698924,0.0,0
108,452.6274816900743,0.0,0
109,452.6468382644998,0.0,0
110,452.65535410255563,0.0,0
111,452.6516676657016,0.0,0
112,452.6418800902665,0.0,0
113,452.61220929086363,0.0,0
114,452.55550088538337,0.0,0
115,452.52688333571626,0.0,0
116,452.4998457641156,0.0,0
117,452.55497422713484,0.0,0
118,452.60957602143617,0.0,0
119,452.60294829389125,0.0,0
120,452.5860062176245,0.0,0
121,452.54255318342086,0.0,0
122,452.49247237461617,0.0,0
123,452.4935257296511,0.0,0
124,452.3920031295524,0.0,0
125,452.3175181039579,0.0,0
126,452.1966389962037,0.0,0
127,452.13435603924665,0.0,0
128,452.13194178068863,0.0,0
129,452.1136386335471,0.0,0
130,451.9694086651672,0.0,0
131,451.6749362416008,0.0,0
132,451.57868044022916,0.0,0
133,451.52460527435716,0.0,0
134,451.55458380896914,0.0,0
135,451.5856156823903,0.0,0
136,451.57372099059603,0.0,0
137,451.4730322096934,0.0,0
138,451.41210954326203,0.0,0
139,451.4731193494849,0.0,0
140,451.51183217458924,0.0,0
141,451.5280280599976,0.0,0
142,451.54106327032247,0.0,0
143,451.5516848279068,0.0,0
144,451.609753941,0.0,0
145,451.7142170551964,0.0,0
146,451.7837404594156,0.0,0
147,451.8208726773723,0.0,0
148,451.88798246549226,0.0,0
149,452.02136920807175,0.0,0
150,452.17938058497214,0.0,0
151,452.30930053331116,0.0,0
152,452.44448901945526,0.0,0
153,452.65973687425054,0.0,0
154,452.8280638895856,0.0,0
155,452.8831929578773,0.0,0
156,452.95210427571783,0.0,0
157,452.9168583574418,0.0,0
158,452.90729080032344,0.0,0
159,452.97115485186265,0.0,0
160,452.9941989263575,0.0,0
161,452.9891516653751,0.0,0
162,452.96768807280523,0.0,0
163,453.0053470663773,0.0,0
164,453.08097060132746,0.0,0
165,453.455062102739,0.674750831972375,1
166,454.4304722652722,1.1226574132022904,1
167,455.7003769291436,1.4390900818525267,1
168,457.30865242897727,1.9058370615526314,1
169,459.51205105224886,2.13113223200898,1
170,461.5709168929952,1.8570945830177266,1
171,463.2262402182843,1.472573874882812,1
172,464.51606464276085,1.2189153675881244,1
173,465.66407095346057,0.8682142014058911,1
174,466.25249304557263,0.5228244355379843,1
175,466.70971982453653,0.0,0
176,467.07257788396134,0.0,0
177,467.49719205942347,0.0,0
178,467.7768296031922,0.0,0
179,467.94221563780366,0.0,0
180,467.9999779335757,0.0,0
181,467.99945120761396,0.0,0
182,468.01933435494203,0.0,0
183,468.06362144657584,0.0,0
184,468.10738177682936,0.0,0
185,468.15987675584915,0.0,0
186,468.2287875933124,0.0,0
187,468.284442979793,0.0,0
188,468.3191617451307,0.0,0
189,468.3408446851606,0.0,0
190,468.37472940082785,0.0,0
191,468.3778895553891,0.0,0
192,468.35800639825567,0.0,0
193,468.3402299865474,0.0,0
194,468.3081447543652,0.0,0
195,468.28216055609687,0.0,0
196,468.2964693541784,0.0,0
197,468.31845921878306,0.0,0
198,468.3791620486747,0.0,0
199,468.4597480384752,0.0,0
200,468.5453817313172,0.0,0
201,468.6182866532564,0.0,0
202,468.6575262971524,0.0,0
203,468.7055003634751,0.0,0
204,468.730123548564,0.0,0
205,468.7878852596464,0.0,0
206,468.8517479708242,0.0,0
207,468.88909973267715,0.0,0
208,468.9121427201415,0.0,0
209,468.9412867690733,0.0,0
210,468.9903139673854,0.0,0
211,469.019984587888,0.0,0
212,469.05018178377617,0.0,0
213,469.08858646196603,0.0,0
214,469.1330921777936,0.0,0
215,469.18317237985616,0.0,0
216,469.2306196409787,0.0,0
217,469.27143917195167,0.0,0
218,469.3040512318184,0.0,0
219,469.3167801051515,0.0,0
220,469.3361367049144,0.0,0
221,469.3417112617436,0.0,0
222,469.38147762704,0.0,0
223,469.3957862546269,0.0,0
224,469.4482814895913,0.0,0
225,469.2764871540883,0.0,0
226,468.7441625737773,-0.6327936828280656,1
227,468.01089978843214,-0.6832915439254066,1
228,467.3775794859265,-0.5736707496762392,1
229,466.86355828907966,0.0,0
230,466.4948205457754,0.0,0
231,466.2066687000634,0.0,0
232,465.9532352424144,0.0,0
233,465.76502590485984,0.0,0
234,465.66350362293673,0.0,0
235,465.64204066702996,0.0,0
236,465.6179447194984,0.0,0
237,465.5832262776971,0.0,0
238,465.58985400560937,0.0,0
239,465.6235192460001,0.0,0
240,465.6516099583371,0.0,0
241,465.67149314218454,0.0,0
242,465.6786474689957,0.0,0
243,465.6781208703298,0.0,0
244,465.68474859767235,0.0,0
245,465.69695085239937,0.0,0
246,465.6678069202235,0.0,0
247,465.6320352374842,0.0,0
248,465.6105722170762,0.0,0
249,465.5824814628142,0.0,0
250,465.562071665071,0.0,0
251,465.5477629732576,0.0,0
252,465.5477629732576,0.0,0
253,465.5268265522576,0.0,0
254,465.51146460236566,0.0,0
